flowers,fruits,leaves,coreid,accessuri,basisofrecord,class_,continent,country,county,dynamicproperties,eventdate,family,fieldnotes,genus,kingdom,locality,occurrenceremarks,order_,phylum,reproductivecondition,scientificname,specificepithet,stateprovince,geopoint,split,buds,old_flowers,old_fruits,name
0,0,1,5757bf06-5d5d-45c4-9d19-81ef4a6c6d5b,http://mam.ansp.org/image/DOV/Fullsize/0011/DOV0011286.jpg,preservedspecimen,,north america,united states,chester,,2015-01-07,begoniaceae,,begonia,plantae,"kennett square, longwood gardens","adaxial leaf surface dark, glossy green with silver circles around stomata, abaxial leaf surface solid (nearly matte) green",cucurbitales,magnoliophyta,,begonia,,pennsylvania,,test,0,0,0,5757bf06-5d5d-45c4-9d19-81ef4a6c6d5b.jpg
1,0,1,8f58da04-6e6a-446a-8608-c6fa3f431929,http://storage.idigbio.org/vt/vplants/UVMVT110/UVMVT110165_lg.jpg,preservedspecimen,,north america,united states,dade,,2000-04-08,colchicaceae,,disporum,plantae,"se of trenton, sitton gulch creek, south of canyon park drive, cloudland canyon state park; w of trail parking area, near cave. cumberland plateau, upper slopes.; 34.8517 -85.4783","Flowers pale yellow-green, pendulous, inconspicuous; leaves soft, immature; occasional to locally common perennial herb 0.5 m tall, branches horizontally spreading.",liliales,magnoliophyta,,disporum lanuginosum,lanuginosum,georgia,"{""lat"": 34.8517, ""lon"": -85.4783}",test,0,1,0,8f58da04-6e6a-446a-8608-c6fa3f431929.jpg
1,0,1,414f416e-2a69-44a3-83a4-c8203bd36d89,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00058/DES00058564_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,mohave county,,,fabaceae,,prosopis,plantae,"colorado river, holiday shores",Spring,fabales,tracheophyta,flower,prosopis velutina,velutina,arizona,"{""lat"": 35.09815, ""lon"": -114.64238}",test,,1,0,414f416e-2a69-44a3-83a4-c8203bd36d89.jpg
1,0,1,f60f12a8-8dd7-4375-8310-dde103b979f8,http://mam.ansp.org/image/CM/Fullsize/066/CM066456.jpg,preservedspecimen,magnoliopsida,north america,united states,delaware,,1903-08-16,violaceae,,hybanthus,plantae,crum creek,,malpighiales,tracheophyta,fr,hybanthus concolor,concolor,pennsylvania,"{""lat"": 39.999293, ""lon"": -75.474739}",test,,1,0,f60f12a8-8dd7-4375-8310-dde103b979f8.jpg
U,U,1,e4895a35-5860-47ed-8309-8bc45f1d4163,https://botanydb.colorado.edu/COLO_V/00539/00539783.jpg,preservedspecimen,liliopsida,north america,united states,las animas,,1993-09-04,poaceae,,muhlenbergia,plantae,mesa de maya region of southeastern colorado. above tecolote creek.,"Flora of the Mesa de Maya Region, Colorado. 7.5' USGS Pintada Creek quad.",poales,tracheophyta,Flr & Frt,muhlenbergia torreyi,torreyi,colorado,"{""lat"": 37.142592, ""lon"": -103.17143790000002}",test,,U,U,e4895a35-5860-47ed-8309-8bc45f1d4163.jpg
0,0,1,d6f22dd9-7318-4107-b48d-e519a62b493f,http://mediaphoto.mnhn.fr/media/1441436657990SbeLiG6f4hCmnwRr,preservedspecimen,magnoliopsida,,nouvelle-calédonie,,,2005-3-2,clusiaceae,Arbre ; Fruit rouge ; Latex blanc,garcinia,plantae,,,malpighiales,tracheophyta,,garcinia puat (montrouz.) guillaumin,puat,,"{""lat"": -22.19444, ""lon"": 166.62333}",test,,0,0,d6f22dd9-7318-4107-b48d-e519a62b493f.jpg
1,1,1,445bb405-60fc-4a3f-9f8a-3b053fb07dbb,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00041/DES00041035_lg.jpg,preservedspecimen,magnoliopsida,north america,mexico,,Annual with pink-purple and white flowers.,1996-06-25,polemoniaceae,,ipomopsis,plantae,sierra san pedro martir: vallecitos area: 1.7 miles north of turn to la tasajera and 2.2 miles southeast of observatory road.,Annual with pink-purple and white flowers.,ericales,tracheophyta,flowers,ipomopsis effusa,effusa,baja california,"{""lat"": 31.13333, ""lon"": -115.4583}",test,,1,1,445bb405-60fc-4a3f-9f8a-3b053fb07dbb.jpg
0,1,1,601d3eff-b6f9-4a1f-a005-79d9826daee0,https://bisque.cyverse.org/image_service/image/00-6M5P7BFX2KRoVBoKYUMqsd/resize:4000/format:jpeg,preservedspecimen,magnoliopsida,north america,united states,yazoo county,,,juglandaceae,,carya,plantae,"yazoo county, ms",,fagales,tracheophyta,,carya aquatica,aquatica,mississippi,,test,0,0,1,601d3eff-b6f9-4a1f-a005-79d9826daee0.jpg
U,U,1,06c3cd82-7115-4953-b0bb-d78256e96bac,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00062/DES00062755_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,mohave county,,2006-05-13,boraginaceae,,cryptantha,plantae,"grand canyon, hualapai nation, mohawk canyon, transect t1a, 323121 e, 4010698 n, nad 83.","Occasional to frequent annual, flowers white.",boraginales,tracheophyta,flowers,cryptantha recurvata,recurvata,arizona,"{""lat"": 36.224979, ""lon"": -112.968027}",test,,U,U,06c3cd82-7115-4953-b0bb-d78256e96bac.jpg
0,0,1,7609faa5-f3f8-475c-b762-2defb569b971,http://www.kew.org/herbcatimg/373105.jpg,preservedspecimen,liliopsida,asia,philippines,,,1912-03-00,pandanaceae,,pandanus,plantae,"vicinity of dupax, province of nueva vizcaya, luzon",Bureau of Science No. 11289; Fruit in Herb. Carp. Coll.,pandanales,tracheophyta,,pandanus philippinensis merr.,philippinensis,,,test,0,0,0,7609faa5-f3f8-475c-b762-2defb569b971.jpg
1,1,1,6ab402c2-0d66-437d-a471-907c3d8965d1,https://cdn.plantatlas.org/img/specimens/USF/112216.jpg,preservedspecimen,magnoliopsida,north america,mexico,temascaltepec mun.,,1935-01-13,gentianaceae,,gyrandra,plantae,hornos.,,gentianales,tracheophyta,Flower,centaurium speciosum,tenuifolia,state of méxico,,test,U,1,1,6ab402c2-0d66-437d-a471-907c3d8965d1.jpg
F,F,0,0196227d-f804-42ee-b4a6-e9935b0272a4,http://storage.idigbio.org/mor/aquatic/00076/0076841MOR_lg.jpg,preservedspecimen,liliopsida,north america,united states,douglas,,2008-09-18,cyperaceae,,carex,plantae,rogue-umpqua divide. huckleberry lake.,,poales,tracheophyta,Flower: N Fruit: Y Vegetation: N Bud: N,carex echinata subsp. echinata,hispida,oregon,"{""lat"": 42.89911, ""lon"": -122.619}",test,,1,1,0196227d-f804-42ee-b4a6-e9935b0272a4.jpg
1,0,1,9c300855-9fbb-4aa7-a275-e808c5cf90f9,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00085/DES00085294_lg.jpg,preservedspecimen,,north america,united states,coconino county,,2005-09-25,campanulaceae,,lobelia,plantae,"grand canyon national park, transept canyon, ca 1/2 mile northwest of its mouth and bright angel creek.","Rare, local erect herbaceous perennial in/by water, petals red.",asterales,magnoliophyta,flowers,lobelia cardinalis var. graminea,cardinalis,arizona,"{""lat"": 36.175422, ""lon"": -112.042269}",test,0,1,0,9c300855-9fbb-4aa7-a275-e808c5cf90f9.jpg
1,U,1,cc5a2f94-7e63-461f-9c66-4420ca1a5b92,https://bisque.cyverse.org/image_service/image/00-bDofuhHLUBDmoiSXonERtn/resize:4000/format:jpeg,preservedspecimen,liliopsida,north america,united states,wakulla county,,,burmanniaceae,,burmannia,plantae,"wakulla county, fl",,dioscoreales,tracheophyta,,burmannia biflora,biflora,florida,,test,,1,U,cc5a2f94-7e63-461f-9c66-4420ca1a5b92.jpg
1,0,1,38c70845-2e6d-4cda-b187-9dff552bcb29,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00059/DES00059022_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,mohave county,,2006-04-18,plantaginaceae,,penstemon,plantae,at sidestream on the south side of trout creek marked as spring on usgs map about 3.5 km upstream of divide canyon.,,lamiales,tracheophyta,flower & leaves,penstemon pseudospectabilis var. connatifolius,pseudospectabilis,arizona,"{""lat"": 34.99889, ""lon"": -113.39451}",test,1,1,0,38c70845-2e6d-4cda-b187-9dff552bcb29.jpg
0,0,1,518dae07-dd5b-4510-941b-c52fe2cf91c2,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00039/DES00039779_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,pinal,,1995-02-17,loasaceae,,petalonyx,plantae,"box o wash, north of kelvin-florence highway, 1.3 miles n of whitlow ranch road and hawkview road junction.","Rare, one plant, in middle of wash, past flowering, fruiting, and everything else.",cornales,tracheophyta,,petalonyx thurberi,thurberi,arizona,"{""lat"": 33.057755, ""lon"": -111.203978}",test,,0,0,518dae07-dd5b-4510-941b-c52fe2cf91c2.jpg
0,0,1,ed7bcef3-8ff9-4c0d-a97f-99614977af9c,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00086/DES00086919_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,garfield county,,2016-03-02,cactaceae,,opuntia,plantae,"off of hwy. 95 n, just e of the henry mts. and n of glen canyon rec area, ca. 25 mi s of hanksville","clump-forming shrubs (trailing in chains with pads perpendicular to soil surface) to 30 cm tall, 1000s of plants growing here",caryophyllales,tracheophyta,old fruit,opuntia polyacantha,polyacantha,utah,"{""lat"": 38.14639, ""lon"": -110.60344}",test,,0,0,ed7bcef3-8ff9-4c0d-a97f-99614977af9c.jpg
1,0,1,ef1a58ce-f6c9-4ee9-a807-d2612b2b01b7,https://cdn.plantatlas.org/img/specimens/USF/226827.jpg,preservedspecimen,liliopsida,north america,united states,gadsden co.,,1990-04-14,stemonaceae,,croomia,plantae,,,pandanales,tracheophyta,Flower,croomia pauciflora,pauciflora,florida,,test,,1,0,ef1a58ce-f6c9-4ee9-a807-d2612b2b01b7.jpg
1,0,1,87318a6d-d223-4d3f-a854-49e5851cdc90,http://www.pnwherbaria.org/images/jpeg.php?Image=MONT003296.jpg,preservedspecimen,liliopsida,north america,united states,wheatland,,1932-05-25,asparagaceae,,leucocrinum,plantae,"plots a and b, harlowton.",,asparagales,tracheophyta,flowers,leucocrinum americanum,montanum,montana,"{""lat"": 46.43556, ""lon"": -109.83361}",test,0,1,0,87318a6d-d223-4d3f-a854-49e5851cdc90.jpg
1,0,1,7a17a023-0849-465b-9c8b-e1d8043b0be3,https://bisque.cyverse.org/image_service/image/00-egBCDiNrnDeu7ZbjB6AuHi?resize=4000&format=jpeg,preservedspecimen,,north america,united states,campbell,,2014-06-07,cornaceae,,cornus,plantae,anderson lane melbourne; st. anne wetlands,"""Red dogwood."" Height of 6 ft. White flowers. Stretchy xylem in leaves. Common.",cornales,magnoliophyta,flowering,cornus amomum,amomum,kentucky,"{""lat"": 39.0337, ""lon"": -84.3710167}",test,,1,0,7a17a023-0849-465b-9c8b-e1d8043b0be3.jpg
1,1,1,c89ba584-84ba-41b3-8681-2828fd499c91,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00084/DES00084393_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,mohave county,,2008-04-18,onagraceae,,chylismia,plantae,"beaver dam mountains, south side, off blm road 1005, north of and within 1/4 mile of interstate 15.","Frequent locally annual, flowers yellow.",myrtales,tracheophyta,Flowers,camissonia brevipes,brevipes,arizona,"{""lat"": 36.955367, ""lon"": -113.799583}",test,,1,1,c89ba584-84ba-41b3-8681-2828fd499c91.jpg
1,0,1,15639e4d-ee0a-4ee0-b18d-c57666a73349,https://bisque.cyverse.org/image_service/00-tggTyR7Jgua77UvmmzNvEE,preservedspecimen,magnoliopsida,north america,united states,york,,1881-08-29,gentianaceae,,gentiana,plantae,,,gentianales,tracheophyta,fl,gentiana linearis,linearis,maine,"{""lat"": 43.32509, ""lon"": -70.62949}",test,,1,0,15639e4d-ee0a-4ee0-b18d-c57666a73349.jpg
1,U,1,1d8e32ef-37a5-4d7d-8dbf-37698e8939d7,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00082/DES00082951_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,coconino county,,2000-08-17,polygonaceae,,eriogonum,plantae,"coconino national forest, along arizona national scenic trail, passage 36, edge of coconino rim, north of fsr 310.","Uncommon suffrutescent, perianth whitish.",caryophyllales,tracheophyta,flowers,eriogonum wrightii,wrightii,arizona,"{""lat"": 35.902117, ""lon"": -111.892683}",test,,1,U,1d8e32ef-37a5-4d7d-8dbf-37698e8939d7.jpg
1,1,1,f5aca8d6-05a4-4573-bccd-704fbd104107,https://api.idigbio.org/v2/media/cf84b5b5b58215d317d4dca7b316229f?size=fullsize,preservedspecimen,magnoliopsida,north america,united states,walworth,,1976-08-27,campanulaceae,,campanula,plantae,"at northwest corner of lake geneva (the town), on right-of-way of abandoned railway near lake como dam. this is at base of wooded hill, and trees are reinvading theailway right-of-way.",,asterales,tracheophyta,Flower: Y Fruit: N Vegetation: Y Bud: N,campanula americana,americana,wisconsin,,test,,1,1,f5aca8d6-05a4-4573-bccd-704fbd104107.jpg
1,1,1,e90121e0-0430-4959-a65c-148f8dd61e1c,https://bisque.cyverse.org/image_service/image/00-xJeohFCk7rQCUtGYWAPjeC/resize:4000/format:jpeg,preservedspecimen,magnoliopsida,north america,united states,jackson,,,crassulaceae,,sedum,plantae,,,saxifragales,tracheophyta,,sedum nevii,nevii,north carolina,,test,,1,1,e90121e0-0430-4959-a65c-148f8dd61e1c.jpg
1,1,1,1121906a-fc1f-4e68-b745-fe78112d987c,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00083/DES00083450_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,gila county,,2000-05-15,polemoniaceae,,phlox,plantae,"arizona national scenic trail, passage 27, along the highline trail, near pine trailhead.","Occasional herbaceous perennial, corolla pink.",ericales,tracheophyta,Flowers,phlox woodhousei,speciosa,arizona,"{""lat"": 34.371083, ""lon"": -111.439333}",test,0,1,1,1121906a-fc1f-4e68-b745-fe78112d987c.jpg
0,0,1,2e4a7f99-0af8-4df0-8960-1565d9b95973,https://cdn.plantatlas.org/img/specimens/USF/209546.jpg,preservedspecimen,liliopsida,north america,united states,miami-dade co.,"{""habit"":""Trunk to 4 m, 4 cm in diameter, green; petiole to 50 cm, unarmed, concave on upper surface; blade pinnate, to 1.5 m, green; pinnae alternate, unequal; lower pinnae praemore at apex, higher ones lobed; Infl. Infrafoliar; flowers white, shed in 1 day; berries.""}",1980-10-21,arecaceae,,hydriastele,plantae,"fairchild tropical garden; ftg-3175; recieved 9/1953, archbold exped. to new guinea, brass # 24255; plot 131a, planted 1958.",CULTIVATED. Sheet 2 of 5.,arecales,tracheophyta,,hydriastele rostrata,rostrata,florida,,test,0,0,0,2e4a7f99-0af8-4df0-8960-1565d9b95973.jpg
0,1,1,5b1fba56-ee0a-40bd-abf2-5f1789a246b3,http://cdn.flmnh.ufl.edu/Herbarium/jpg/027/27121a1.jpg,preservedspecimen,magnoliopsida,north america,united states,alachua,,1937-06-15,aristolochiaceae,,aristolochia,plantae,,,piperales,tracheophyta,fruiting,aristolochia serpentaria,serpentaria,florida,,test,,0,1,5b1fba56-ee0a-40bd-abf2-5f1789a246b3.jpg
1,0,0,ea2261c0-6e11-44f9-ac1e-0be7ed2da4e9,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00085/DES00085400_lg.jpg,preservedspecimen,liliopsida,north america,united states,yavapai,,2017-05-26,asparagaceae,,agave,plantae,"coconino national forest, east of interstate 17, horse mesa, just east of village of oak creek.","Sheet 2 of 3.; Occasional, single, leaves dried, tan, flower stalk ca 4-2/3 m tall, 57 mm in diameter ca 1-3/4 m above ground, inflorescence paniculate, the lateral branches 27, perpendicular-ascending to flower stalk, down ca 1/2 of flower stalk, flowers opened and measured 29 May 2017, with tepals erect, tepal lobes soon wilting, conduplicate, ovary dark green flushed with purple-maroon, neck lighter, tube light green-yellow with very faint maroon, outer tepal lobes dark yellow-light green, darker towards apices, tips brown, white fuzzy within, inner tepals light green-yellow, keel darker tannish, filaments, style chartreuse, anthers yellow; flower measurements after Gentry (1982) in mm: tl=62, o=27x8.5, n=11, tu=10.5(h)x19(w), fil ins=9, 8.5, fil=40, a=14, outer tepal=16x7(base), 3(mid), inner tepal=15.25x8(base), 3.2(mid), sty=41.",asparagales,tracheophyta,flowers,agave parryi,parryi,arizona,"{""lat"": 34.782136, ""lon"": -111.70559}",test,0,1,0,ea2261c0-6e11-44f9-ac1e-0be7ed2da4e9.jpg
0,1,1,75434745-dab2-4e2a-96cc-acf5b25c5558,https://api.idigbio.org/v2/media/b3fcd9ab6541d29dbf701dfade86a3ef,preservedspecimen,,,méxico,santiago astata,,1994-08-31,vitaceae,,cissus,plantae,"distr. tehuantepec, loc. 5 km de la desviación al poblado de chacalapa, por la carretera de santiago astata-san pedro pochutla.","Trepadora 4 m. Flor roja, fruto inmaduro. Frecuente.",vitales,magnoliophyta,,cissus,,oaxaca,"{""lat"": 15.916667, ""lon"": -95.933333}",test,,0,1,75434745-dab2-4e2a-96cc-acf5b25c5558.jpg
1,0,1,5da36fa5-fde7-4238-9bad-2a01c6f8b2d8,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00068/DES00068745_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,san bernardino county,,2010-05-23,bignoniaceae,,chilopsis,plantae,"mojave desert; twentynine palms, c. 3 miles south of hwy 62 on utah trail, at intersection with alta loma dr. ((queen mountain 7.5' q)",Sheet II of II.; Uncommon tree; fls. white with pinkish centers.,lamiales,tracheophyta,flowers,chilopsis linearis,linearis,california,"{""lat"": 34.1234, ""lon"": -116.037}",test,1,1,0,5da36fa5-fde7-4238-9bad-2a01c6f8b2d8.jpg
1,0,1,50a7f540-d7c2-40b0-b6b0-894e2a79f81c,https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0031/ASU0031312.jpg,preservedspecimen,,south america,chile,,Shrub leaning on rock along stream. Flower red.,1988-02-04,escalloniaceae,,,plantae,"mirasol, ca. 36 km n of san antonio.",Shrub leaning on rock along stream. Flower red.,escalloniales,magnoliophyta,,escalionia rubra,,valparaiso,"{""lat"": -33.323674, ""lon"": -71.649373}",test,1,1,0,50a7f540-d7c2-40b0-b6b0-894e2a79f81c.jpg
1,0,0,045588e5-03ec-4c7a-b405-575b8f27716b,http://storage.idigbio.org/mor/aquatic/00001/0001208MOR_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,berrien,,1996-05-03,sapindaceae,,acer,plantae,"in state roadside park, now closed, beside red arrow hwy., at north end of lakeside rd., lakeside. mature tree in the open.",Mature tree in the open. Round crown. Trunk 20 inches DBH.,sapindales,tracheophyta,Flower: Y Fruit: N Vegetation: Y Bud: Y,acer platanoides,platanoides,michigan,,test,0,1,0,045588e5-03ec-4c7a-b405-575b8f27716b.jpg
1,0,1,4b7d45cb-f4e7-4737-b57f-62c701d7db66,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00086/DES00086553_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,otero county,,1996-09-11,polygalaceae,,polygala,plantae,"sacramento mountains, lincoln national forest, cloudcroft/alamorgordo ranger district, fresnal canyon, along fresnal canyon road, 2.5 miles south of junction with laborcita canyon and section road.","Local herbaceous perennial, corolla blue-lavender.",fabales,tracheophyta,flowers,polygala obscura,obscura,new mexico,"{""lat"": 32.963889, ""lon"": -105.899167}",test,1,1,0,4b7d45cb-f4e7-4737-b57f-62c701d7db66.jpg
1,U,1,a4c6df9a-4ce2-4cc6-80da-927d58e3351d,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00086/DES00086107_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,maricopa county,,2016-08-23,boraginaceae,,euploca,plantae,"lake pleasant, just n of hwy. 74, w side of lake at two cow cove","flowers white, common here",boraginales,tracheophyta,flowers,heliotropium procumbens,procumbens,arizona,"{""lat"": 33.86411, ""lon"": -112.29263}",test,U,1,U,a4c6df9a-4ce2-4cc6-80da-927d58e3351d.jpg
0,0,1,a5062e67-0aaf-4aaa-a811-1fc038fe102e,http://mam.ansp.org/image/DOV/Fullsize/0013/DOV0013567.jpg,preservedspecimen,magnoliopsida,north america,united states,chester,,2016-03-08,buxaceae,,buxus,plantae,"kennett square, longwood gardens","vegetative buds, yellowing abaxial surface, dark green adaxial surface",buxales,tracheophyta,,buxus sempervirens,sempervirens,pennsylvania,,test,0,0,0,a5062e67-0aaf-4aaa-a811-1fc038fe102e.jpg
1,1,1,9bb401d4-6c8b-47aa-9680-639ed104cd2f,https://bisque.cyverse.org/image_service/00-NXM6FBsa6zHjwrZBCwp6MB,preservedspecimen,magnoliopsida,north america,united states,waldo,,1953-07-05,ericaceae,,vaccinium,plantae,n.w. shore pitcher pond,"Open, sandy-boggy shore of lake.",ericales,tracheophyta,Fl,vaccinium macrocarpon,macrocarpum,maine,"{""lat"": 44.2969, ""lon"": -69.0755}",test,0,1,1,9bb401d4-6c8b-47aa-9680-639ed104cd2f.jpg
1,1,1,70344611-c5e8-4eb7-93bc-978597ba39e9,https://cdn.plantatlas.org/img/specimens/USF/215464.jpg,preservedspecimen,magnoliopsida,south america,guyana,,"{""habit"":""Frequent liana 3 m long, fruits reddish-purple, leaves tough, leathery; flowers pale yellow-cream.""}",1995-08-16,dilleniaceae,,tetracera,plantae,linden highway 7.3 km se of road to timehri airport.,,dilleniales,tracheophyta,Fruit,tetracera asperula subsp. asperula,asperula,demerara-mahaica,"{""lat"": 6.5, ""lon"": -58.1667}",test,0,1,1,70344611-c5e8-4eb7-93bc-978597ba39e9.jpg
0,0,1,aa84076f-5d0e-486f-9164-59f871a8953d,http://storage.idigbio.org/mor/aquatic/00025/0025068MOR_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,dekalb,,1990-08-07,salicaceae,,salix,plantae,"along the great western trail east of junction with old state road, east of sycamore. in open ground along the trail.",,malpighiales,tracheophyta,Flower: N Fruit: N Vegetation: Y Bud: N,salix eriocephala,eriocephala,illinois,,test,,0,0,aa84076f-5d0e-486f-9164-59f871a8953d.jpg
